company,event_date,collected_at,event_type,risk_category,severity,confidence_score,matched_keywords,signal_type,rule_signal_type,final_signal_type,ml_signal_type,ml_confidence,description,source_url,source,ai_summary,ai_explanation
BRB Banco de Brasília,2026-05-05 08:00:38,2026-05-10T03:31:14.649865,news_signal,FINANCIAL_SYSTEM_RISK,4,0.7,"banco central, bc",RISK_SIGNAL,RISK_SIGNAL,RISK_SIGNAL,CRITICAL_SIGNAL,0.33,O temor da cúpula do BRB após reunião convocada às pressas pelo Banco Central - O Globo,https://news.google.com/rss/articles/CBMi2gFBVV95cUxPeG8wbWdiaG9NeDc3MkFSM2l0YXhPM05iZkY3ZUVtblFsWmFnaTVORVdRWmxiX05WdUU4RHEySENycU4tM1d2SzlvUTNUQ3RYNzNoYWFWSl9EbmZGclBKeWZnVEtOMngxZFBCTjg3MnlVWEVPYjNYRlIzeER6bmpjUHBMbEdZZmNVMnhSdFV3Zmt0MlJvOVZFdWpQZWktWmdzcVBvZmJFYkpqQzJCSmlPWWRyRE10X1hoY3ZwcUJjQURIa2VnUHFtVGtZTmVXMXJ6SmgwQVB5RWhId9IB6AFBVV95cUxObVNhRGcyM1VNRi1GU1lJLVhweEotd1F6Rlhyd1N1ZDdlWEN5T1FMUnRfQVNCUWphVzBaTkVlbVVsa0VSWHdUQ2lLWlFDWF90SjhyQXpsVnlPaDJxYnBSNG83T0VFSGJaMWVOV1Q2SE1jTU9jZ1I2Rk11WlBhRTZtNm9zaWl2amN2cHJ5U19nRXdxSUJVY1hYYWo5Z0pKSUtUVFBnOF96MEdqbUVHY1FkM040bDFhWkpkWGNHcXBEdjEzcW5hd1VaekNxVk51Tjc2ajZQTjRKS2RJeG4zT1NwMzRXdWJiakJw?oc=5,Google News RSS,"Não encontrei informações específicas sobre o conteúdo do artigo ""O Globo"". Posso sugerir uma opção para você:

- Você pode fornecer mais contexto ou detalhes sobre o artigo.
- Ou, se você preferir, posso sugerir uma pergunta geral sobre o assunto e tentar ajudá-lo a encontrar informações relevantes.","Error: HTTPConnectionPool(host='localhost', port=11434): Read timed out. (read timeout=60)"
BRB Banco de Brasília,2026-04-16 07:00:00,2026-05-10T03:31:14.649865,news_signal,FINANCIAL_SYSTEM_RISK,4,0.75,,RISK_SIGNAL,RISK_SIGNAL,RISK_SIGNAL,RISK_SIGNAL,0.3,"PF prende ex-presidente do BRB Paulo Henrique Costa em investigação relacionada ao banco Master, diz CNN - TradingView",https://news.google.com/rss/articles/CBMieEFVX3lxTE16WmNielhOdEVQSVp2OG8zaGxsR2FKMndURlV3YkZNQ2RPaG43eGRMcXNmLVdWT2N3M2J1NmFuNl9FZFVfWVRGU2pvZWtuSnFQMDF0YW10UlUwdEdLczkxVk5DVUFWNGJ5UHFZQ19ydlpNMXV0a0RlNg?oc=5,Google News RSS,O PF investiga o ex-presidente do BRB Paulo Henrique Costa pelo envolvimento com o banco Master.,"This news could represent a corporate risk for the following reasons:

1. **Association with a major financial institution**: The mastermind behind this investigation is the former president of BRB Bank (BRB), Paulo Henrique Costa. As the ex-president of a bank, his actions and decisions can have significant implications on the overall stability and reputation of the banking sector.
2. **Investigation into Master's finances**: The fact that Paulo Henrique Costa is being investigated in relation to Master Bank suggests that there may be concerns about financial irregularities or mismanagement at Master. This could lead to a loss of investor confidence, reduced access to capital markets, and decreased credibility for the bank.
3. **Potential legal implications**: As a former banker, Paulo Henrique Costa's involvement in an investigation can also raise questions about his personal liability and potential legal exposure. If found guilty or implicated in wrongdoing, he may face serious reputational damage and financial penalties.
4. **Ripple effect on other banks**: The news of the investigation could create a ripple effect throughout the banking sector, potentially leading to increased scrutiny and regulatory pressure on other financial institutions that have dealings with Master Bank.

In summary, this news represents a corporate risk due to its association with a major financial institution (Master Bank), potential legal implications for the ex-president (Paulo Henrique Costa), and the possibility of a loss of investor confidence and reputational damage for the bank."
BRB Banco de Brasília,2026-02-09 08:00:00,2026-05-10T03:31:14.649865,news_signal,FINANCIAL_SYSTEM_RISK,4,0.75,,RISK_SIGNAL,RISK_SIGNAL,RISK_SIGNAL,RISK_SIGNAL,0.31,"If BRB's plan fails, the Federal District government's contribution could reach R$ 6 billion. - NeoFeed",https://news.google.com/rss/articles/CBMivwFBVV95cUxOVFUtdkhqNWxmR1M5LTJoNVdpd0FtOE43RXlBSzR4emd1ZkVpa1F6UktVc3lURXA0NndqdHZOOGlKUVFmM29kQ1dKcmNiM1V0U2pXa2RkanVwR2NkZkRmY2RrOWItODkzNjhTcHdzQ3U0Wk5kT251UWhxWDZoUFBWSHBPVTR3X0tlRnlicTNQeC1lakRFdmpWVFVVajJkMEEzTGMxc0lyY3hLSTJyOWpXZjdRWHFQVy1NMVoxWjAzRQ?oc=5,Google News RSS,A planned project by BRB could result in a significant contribution of up to R$ 6 billion from the Federal District government if it fails.,"This news could represent a corporate risk for BRB (the company behind the project) because it highlights the potential financial exposure to the government if their plan fails.

Here are some reasons why this is a corporate risk:

1. **Financial liability**: If the Federal District government's contribution reaches R$ 6 billion, BRB will be liable for the full amount. This could put a significant strain on the company's finances and potentially lead to bankruptcy or financial distress.
2. **Unforeseen costs**: The article mentions that the government's contribution is contingent upon the project's success. If the project fails, BRB may need to absorb the entire cost of the government's investment, which could be unforeseen and unexpected.
3. **Reputation damage**: If BRB fails to deliver on their promises and the government's contribution is not successful, it could damage the company's reputation and credibility in the eyes of investors, stakeholders, and customers.
4. **Impact on business operations**: A large failure could also impact BRB's ability to operate effectively, potentially leading to reduced revenue, cash flow problems, or even business closure.

Overall, this news highlights the potential for significant financial risk and reputational damage if BRB's plan fails."
BRB Banco de Brasília,2026-02-23 08:00:00,2026-05-10T03:31:14.649865,news_signal,FINANCIAL_SYSTEM_RISK,4,0.75,,RISK_SIGNAL,RISK_SIGNAL,RISK_SIGNAL,RISK_SIGNAL,0.41,BRB busca repor caixa após fiasco do Master - Bloomberg.com,https://news.google.com/rss/articles/CBMimgFBVV95cUxPc212M0k1UEhSb3ZaZERaMGE4Zm45b3B4OVFqSDV3UGZWU3dFVk9GSkF5ZkxIR1ktT0dRRWQzbVloNlMyTkVURkM2aUxLOThacEtZSTJDVG9nUUtfOTZoa3RZZjlKUDRyYnhib0Z3ZzBJcHlRMHZmS2dwYjZHZlhoZHpqY255cVRzdWYwTENOUHhlWnEwU1pEUjhR?oc=5,Google News RSS,The Brazilian bank BRB is struggling to recover from a recent scandal involving the Mastercard payment processing system.,"Based on the article title, ""BRB busca repor caixa após fiasco do Master"", it appears that Brazilian bank BRB is facing financial difficulties after a major failure of its Mastercard partnership. This could represent a corporate risk for several reasons:

1. **Reputation damage**: A high-profile failure like this can erode trust in the bank's ability to manage complex transactions and protect customer funds, potentially harming its reputation and damaging its brand.
2. **Financial instability**: If BRB is unable to recover from the Mastercard partnership failure, it may struggle with financial instability, including reduced revenue, increased debt, or even bankruptcy.
3. **Regulatory scrutiny**: Banks are heavily regulated, and a significant failure like this could attract unwanted attention from regulatory bodies, potentially leading to fines, penalties, or even changes in banking regulations.
4. **Compliance risks**: To recover from the Mastercard partnership failure, BRB may need to implement additional compliance measures, which can be costly and time-consuming, potentially disrupting business operations.
5. **Credibility risk for investors**: If BRB's financial situation remains uncertain, it may affect investor confidence, leading to a decline in stock prices or reduced access to capital.

Overall, the news suggests that BRB is facing significant corporate risks due to its inability to manage a major partnership, which could have far-reaching consequences for the bank's operations, reputation, and long-term success."
BRB Banco de Brasília,2026-01-27 08:00:00,2026-05-10T03:31:14.649865,news_signal,FINANCIAL_SYSTEM_RISK,4,0.75,,RISK_SIGNAL,RISK_SIGNAL,RISK_SIGNAL,RISK_SIGNAL,0.36,BRB to begin offloading Banco Master assets - Valor International,https://news.google.com/rss/articles/CBMirwFBVV95cUxPdVh2RWxrV1hsMEhuR2NqWEs0Rk96bWJYUUVrRFVkWUNjd0RuUDA0RndFNUNGTWdyQzJWWUNpRVgwLTJnaVNCTFVmaVJRdl8yUGRnYU1weG9GV0RZbWt1SmdFalEtcm9KV2EwUGJlc0VsS1VpaEZfRTFOWXFZTXpmZ1c5MXFNd2U4ZDdUN2pYcnhBZm9HdDRrN015NlMtQkVlbmtSVWNFR0ttSzNUMDUw0gG-AUFVX3lxTE1YRXVyaThHZk1pbU5tSDVrbkZremtHcTZiRFNHb1JTZi03cENEVVpVdTBHY1FGLVJwd2hjbHZwTHlEcWs1VUhUT0dJak9qVVduRENLN0hTUTctUm1NTDIyWTE3NzhqdEdLcUxDTldNNzVsNERRWlQzb3g2ZVZmTGJmUDFlRmNPWDBSWU1CTmw1WWVaeFdLcWhMTHdSbTJsUVBKeDZrR1BINlFsNVI3b185aTZmbU5iVVo2bTF2anc?oc=5,Google News RSS,"BRB (Banco del Río) will start unloading its assets, specifically those of Banco Master, as part of a debt restructuring process.","This news could represent a corporate risk for BRB Bank (BRB) due to the following reasons:

1. **Asset impairment**: By announcing plans to offload Banco Master assets, BRB is likely indicating that these assets are no longer generating sufficient returns or are carrying significant losses. This could lead to non-operating loss recognition, which can negatively impact the bank's financial performance and overall creditworthiness.
2. **Potential asset sale at a discount**: If BRB decides to sell Banco Master assets, it may do so at a discounted price, which could result in a loss for the bank. This could be due to various factors such as a decrease in market value or difficulties in finding buyers.
3. **Redundancy and overlap**: If BRB is offloading Banco Master assets, it may also indicate that these assets are redundant or overlapping with other business lines within the group. This redundancy could lead to redundancies among employees, increased costs, and decreased competitiveness.
4. **Regulatory scrutiny**: Depending on the nature of the asset offload, regulatory bodies (such as the Financial Sector Supervision Commission in Lithuania) may scrutinize BRB's decision, potentially leading to additional compliance costs, reputational damage, or even fines.
5. **Impact on group-wide financial performance**: The offloading of Banco Master assets could have a ripple effect on BRB's overall financial performance, particularly if these assets were significant contributors to the bank's profitability. This could lead to concerns about the bank's ability to meet its financial obligations and maintain its credit ratings.

Overall, the news suggests that BRB is facing challenges with one of its business lines, which could have far-reaching implications for the bank's overall strategy, operations, and financial performance."
BRB Banco de Brasília,2025-11-19 08:00:00,2026-05-10T03:31:14.649865,news_signal,FINANCIAL_SYSTEM_RISK,4,0.75,fraud,RISK_SIGNAL,RISK_SIGNAL,RISK_SIGNAL,RISK_SIGNAL,0.59,Brazil judge flags BRB role in Banco Master fraud; losses may top $1.9 bln - Reuters,https://news.google.com/rss/articles/CBMiswFBVV95cUxNUFlBUVZTRG1PY191dDMwei03SmtBQndnYkZNd3VpWGtwbmllYml5MHlTOHlSOGdBSlFUQkFieEc1eW1JM1ZJU1FiYVdFQklIcWVOdEpfT3dGN3o3bkZjQzJnbFV5dFdIcTFEaXdoTnhXVTFMcFJ4RFNJZFZUN3VVZGF4UDNRSHN4TGVPa0VNejBWVW4wY2xRR0R3a0dKbFFKX0g1UzZST2VqcmdLNkd1VnhUaw?oc=5,Google News RSS,"A Brazilian judge is investigating the role of BB Bancário (BRB) in a Banco Master bank fraud, which could result in losses exceeding $1.9 billion.","Error: HTTPConnectionPool(host='localhost', port=11434): Read timed out. (read timeout=60)"
BRB Banco de Brasília,2026-03-17 07:00:00,2026-05-10T03:31:14.649865,news_signal,FINANCIAL_SYSTEM_RISK,4,0.75,,RISK_SIGNAL,RISK_SIGNAL,RISK_SIGNAL,RISK_SIGNAL,0.36,Brasília government appeals suspension of BRB bailout - Valor International,https://news.google.com/rss/articles/CBMivAFBVV95cUxOSjE5VXg5SjJQZmlWanlkX0hHdUNEMFlud0R5UHY5dW1Zazc2RkpDRmhRNnlQZ1gxbUV0R002ZFJCcWhYYzVrTFhZa01RQTg5Q2s0LWI4T0d4NHc5YlczY0ZjR2I0U2xjSDFobHpURi1UUUpWRDBJeHptTlB5Q3BueGEyX2J4UlF2aGtxOG1MMXBWOHEwWWJMeGRwWDB6U002ZFllLVJVcTZXeXJzeVFqU0lTRFRuTk9vTngtRdIBywFBVV95cUxNUkRhNUxXRURfclVCUE9JenJVRi1lLU8yYzNjQnBLWUJBVnpESVppSm8zeVZFWWpvNGhJZFEzMGFQbkFWa09nVW9Zb0pyZVZlRHNaUWtVYTVXRGtMSkVualFHcmF5b1JYU3ZfRHVILUJkUVlBQTFmYmkwU2YyMXBMQnpWMGlFRlNpNWFSNU5SbWFXd3RzS1dJSkNQclpFSHZ5WEMxZEVKMi1nazNJUmRUTWk5bDZTVy05SlBQRDF5QWtDcmdrVGc1N1NMYw?oc=5,Google News RSS,The Brasília government has appealed the suspension of a €500 million bailout for the Brazilian Railway Company (BRB).,"This news could represent a corporate risk for several reasons:

1. **Reversal of a previously agreed-upon payment**: If the Brazilian government is appealing the suspension of the BRB (Banco do Brasil) bailout, it implies that there was a previous agreement in place regarding the payment terms. A reversal of this agreement could lead to financial difficulties for BRB or its investors.
2. **Potential credit rating downgrade**: The suspension of the bailout may have already affected BRB's credit rating, and an appeal by the government could further exacerbate any negative impact on its rating. This would make it more expensive for BRB to access capital in the future.
3. **Financial instability**: If the Brazilian government is appealing the suspension, it may indicate that there are concerns about the country's financial stability or the viability of certain investments. This could lead to a broader credit crisis, affecting not just BRB but other companies and investors as well.
4. **Regulatory risks**: The appeal by the government may also involve regulatory challenges, which could impact BRB's ability to operate or make decisions about its future strategy. Regulatory uncertainty can be a significant risk for any company.

Overall, this news suggests that there are potential risks associated with BRB's financial situation and its relationship with the Brazilian government, which could have broader implications for investors and other stakeholders."
Nubank,2026-05-06 00:23:00,2026-05-10T03:31:14.649865,news_signal,FINANCIAL_SYSTEM_RISK,2,0.6,bc,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,0.5,Nu Holdings Weighs U.S. Bank Charter Against Mexico Credit Risk - Yahoo Finance,https://news.google.com/rss/articles/CBMilAFBVV95cUxNTWgxdlV3anVjN190bGxXck91cTZ1VEY1bHV2QTRqQzl0REJYbzBCdHRKaGdkdUxTTmR5TVBhTzFRRElVLXRwRUJlbkh0MndJRW92M2lxUmc1ekV6U3h6bE9SMlpHbUxyS0JTRGNmdzNsNldLRHgwSmJKbU56UjY3R0tkUzhHQURUTEhKdkl4blczS1FX?oc=5,Google News RSS,,
Nubank,2026-05-01 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.44,1 Unstoppable Fintech Stock Is Up 196% in 3 Years: Here's the Single Biggest Risk With Investing in It Right Now. - The Motley Fool,https://news.google.com/rss/articles/CBMikAFBVV95cUxNSjVkUWQ1VEJkWG9uRGtjWmhEQVlUeENTbnRJekFpNFQ1Q0lDc0wyUkV3WGZCYy0xaUgtcVdaR09rODJ6WUZ1MTJRSVNEUlJ4NUpEdU1rSnl1NHZxbm1tb0RGMjVlNzN2MEZHX09seHM0N04zMktmN3lRQjVRTmU0TEZWSk1lWExvNlN3ajB1SjM?oc=5,Google News RSS,,
Nubank,2026-05-04 11:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.5,NU E Power: Standardizing risk to unlock disciplined power development | 2026-05-04 | Investing News - Stockhouse,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQSEZKaTdkUW5ydENpRU94NmlycFUwNUxoUTB3UEV4dV9kWTExcG9fUHlvVkRxUUxsdGY4QXNKazA0UHN1RjJRb3Z2Z3BldGlhVkxvTi1reWdsOG1QWm9KQ0RtWW1NWjg5RGpiR1IwUlJvd3NmTlBKSk01NnJtN1V5UnYzOUFkUW9fUGlHV3ZheWR3bENIM3JhVEZvVjF5LW1JUDdhY0pQMWFmaDgtRV9tY2w3Y051SG1J?oc=5,Google News RSS,,
Nubank,2026-02-26 08:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.41,Nu Holdings (NU) slides as investors digest Q4 results and focus on credit-risk and margin signals - Quiver Quantitative,https://news.google.com/rss/articles/CBMi0AFBVV95cUxPNmx5X0x0R1NHSmdXRlNYRE9qWlM4dDVfbjEyeU1ERU81V3QtbU1LTjlsS2hJS2pBel9tTk9jb1FlMDM5eDB2U1lReHVOMDF4Z216OHJPLVQwZkUzY1RVd2JwbjFlY3lPUFljVW96VnBSeFE0SGtqQ1l6Qm50Q0ROcWg4Q1FkNU9ReDVEb1ctVkRkblZldmhsZmFLemZGaHBkV2VlRm1qbm9rWnFNOVJzZnlkd1pNRnNZcHFYeHFHUGFlTVlKRFMtUkVoN3ZUcGJS?oc=5,Google News RSS,,
Nubank,2026-04-22 18:02:02,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.45,Precision Trading with Nu Holdings Ltd. Class A (NU) Risk Zones - Stock Traders Daily,https://news.google.com/rss/articles/CBMi2AFBVV95cUxNQlVjRkVkRG1VMGlSR1VUY2gxMGx5UEdRWVhnbTZlSkt4MlMzWXdCWGhNeHJnQXZzVVZwR01OSkRoRG8xRDRRVWxqMU5HSDF3XzkzUUlzbjJMdTltY2JZOTgwR2RyMllMZDVURERwNUxTQkRCczhKWFNxUlFpWFo0REhJMlhER3JGSFlTYlB6SHRJdHo1dlVuYjJEa2JoeUVVX0xtdm9JTjdqVllHQ3JiTXpwS2tycUF1OEVtTFFWQUJEQlJNc0ZSSWdOWUxjOFFhTW9UdjA2a1k?oc=5,Google News RSS,,
Nubank,2026-03-30 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.45,NU Medicine study reveals early menopause linked to significantly higher heart disease risk - Evanston RoundTable,https://news.google.com/rss/articles/CBMizwFBVV95cUxPb29KLXZRV1Z2cm9zMEhlc3MzWXptTFV5YnVDWXFQMjJkMFZOSkxGbVY3Z0FCWkFMek41TmtlRTFKaVJRMFdhVjBmZzhueU95aDFTRUxyYWJsakFnRDV6Z1V3R05VRG1yRUo0YnN2Z1RKaUZTYTY4UVhiV2h3U2hEYjVXeFcxTldzejV1bkZibHotSG94VWZWS0h3eHhHZ0JzZ2lETVlfR3hqbF9FMmNrZThPSmx4T0FrTzdUbi1Qa1VXdjlZNldSV2E0MzFOS2c?oc=5,Google News RSS,,
Nubank,2025-12-04 08:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.43,Morgan Stanley weighs risk transfer to cut AI data centre exposure; Nubank seeks Brazilian banking licence - TheBanker.com,https://news.google.com/rss/articles/CBMiekFVX3lxTE5DVHpmUHRhR3JYSG9yQmxzSWtGWWVlZjhrZTAtWUduVENTVmRObW50dzREQmhGYVZKbk8xZFU1NHU4X0d3OGJ1UTJqOGRuTHpoeFlUSXNlbjQtYjI1cWdjNUI0QWpPRXpvU0VTcml4SnZ4NGpuNWh3YV9n?oc=5,Google News RSS,,
Nubank,2025-11-14 00:12:06,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.4,Nu Holdings Ltd. Reports Third Quarter 2025 Financial Results - Nubank,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQNnk0NWtLWkZnZzJZbnM4ZXdKbHhBU1hldmRwOGlvYXJkdkwwT3ZIaXBXRGRSZjZTYXFkX0VJTkE3OG9faFlCQjVOcXZjTDVLRzN4Q1JtQzRIR2FUOGFEa0Y4WEloS0RiTndDek5tbUJoNkFuRGlxWUNBREplUncwZ012bVVnNlB4WjVIUXo0dE8weXE0a1JYWEdWdF9QR3lLQUg4X0JwdUk?oc=5,Google News RSS,,
Nubank,2025-11-17 08:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.47,Is Nu Holdings' (NU) AI-First Strategy and Record Earnings Reshaping Its Growth and Risk Outlook? - Yahoo Finance,https://news.google.com/rss/articles/CBMieEFVX3lxTE5WS1RubWprSnJOdkpkVDgydDlZYU9vMVB6eUptc1JyY0NDMlh2ekhIZUFqMHNEWE1nbUlRdVMxc2d6T2ZZZVFRM0Y3YzhnTmxjOWVCZ3J5SG9nYWx2NTV5WURWRGhrZXJoRGpob09ndlo2SklxQy0teg?oc=5,Google News RSS,,
Nubank,2025-08-17 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.5,Nu Skin: Decline In Affiliates And Tariffs Are Risks (Rating Downgrade) (NYSE:NUS) - Seeking Alpha,https://news.google.com/rss/articles/CBMirgFBVV95cUxQdlloMm5CZHk3RVFneW9jendUQ1pzdU1SWUZZMmNCaWlFZXljcGtyRE1vbGZtOS1nUFIyTEhfMUFVSHBUUTJqZXJfd0dGUFpiU1JrTm5uVnNGSnN2em91U05KaklJSU9VSER6ZHljS3BYMTh4bWhxVGluUU50SjhJazIwSzF4c3U3d1V3bjdLa1cwcTNvVG1OMWhVeklSblczbldvYUhzUmVvQS1fU2c?oc=5,Google News RSS,,
Nubank,2026-01-16 08:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.38,Nu-World Holdings (JSE:NWL) Could Be At Risk Of Shrinking As A Company - simplywall.st,https://news.google.com/rss/articles/CBMi4AFBVV95cUxNWS1oQjhEalFFdnVGeHlmMWthOHRJam9nYTd4RE1SWG1fSzVHNUNiRkpXeEJUS0hTRENPWHMydy00U3lZUEVUVHFqV09NMWNiaWZxLUZBTHBMZE50QlRwZ3g5QlI2Z1oxNVpHNy1MTlFSejdaY3hjZUxzVUJGcU9TVmRpc0xhUFVMa0hrRlNYLXdFeDZHUF90S29DVU1MbnhKSThVMmJiRk00S280SFR5SldRZ3JyNUNaN0xJalo1cmQyaW9zbkxiRU5OR2lhdlBPanNjWXNJbWRseDBTdjBmWdIB5gFBVV95cUxQa0M1Skk2T2FVc2FLREdiQzdxQzdXZ2JHQUZvaFBjcnoxTElpUWhjR192U1Q2c20zNEdKcExGN1pQYzVXdUFCaFJubWtfSEhmbzlpTTF6TWZVZWJ6aVlOb3RZbTdkMHVsbWhlR0tPUW5JbldXX1pLb29aQ0dfN2RmZEk5c1dBbE1YZ0ZYOEdhNVJkQ3laOWtsOENlZFhhNl93d0M3NXpyTV9hbkNaTGZSeFZVSmU4ZFZMaGNVTFVXWTFnSG1sRDRkM0VWTWNrNnZMdGZDRzgzajBOOTQ0V2h1ZlN0Nmxldw?oc=5,Google News RSS,,
Nubank,2025-08-21 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.37,Are energy drinks like Alani Nu Witch's Brew linked to stroke-like symptoms? What we know - Snopes,https://news.google.com/rss/articles/CBMiggFBVV95cUxPZ0tSU2IwakJYM1hJNHk3UGRkVWNXR0hkQmlJSXNQTWhtT0x2V3dtbU5Xc0xRNWU0MThQeVR4WTFVQ1UxOVIxbENOVUFYaFE1QWhyWHZaVGFPOE81UThUZ2JFTTRaZE83aXMyUmpsX0hnc2pEQ0hMNG5KS3NVX09LMy1n?oc=5,Google News RSS,,
Nubank,2025-09-07 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.45,Nu Holdings (NYSE:NU): Evaluating Valuation as Investors Reassess Growth and Risk - Yahoo Finance,https://news.google.com/rss/articles/CBMiggFBVV95cUxPUWFCNFB4WjNpcHVRcGY4VWNtcV9oWGlYVlNfVl9mTXVNMnNrZ1FEc21iNFdENXVVLU5MTUtnOUIyT1Y4M2xpUDBES3AwYlV1amtXd1BuRVpOMmYtRExJTF9iY0VaWXdnWHJXMFBfQ0Q5MmU1LVJfUmltZUloaGQtVFh3?oc=5,Google News RSS,,
Nubank,2025-08-14 07:00:00,2026-05-10T03:31:14.649865,news_signal,FINANCIAL_SYSTEM_RISK,2,0.6,bc,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,WEAK_SIGNAL,0.4,Nu Holdings Ltd. Reports Second Quarter 2025 Financial Results - Nubank,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQT1hBWlFYdUwzQWxUOFRBLWFDaXh4SlFmTXNhcE94OE9YOWZON3NKSnB0YTZNYUlzUTFHM2p3dkNDQ0hHZjd6M1BCanAyektBMzdkNk5IcDVyU0NMTVpMT2tJRmdBcGIzUFd4M2txZTZ0ZDF4V2V5VlhCa3pwVVB2bTdBczhzVmlLOE16ZXZRUHNoLTBfT2h6WEYwdlBrejJrR2NzSHc3ekpLQQ?oc=5,Google News RSS,,
Banco Inter,2026-04-08 07:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.49,Inter & Co’s Banco Inter Raises R$300 Million via Perpetual Subordinated Notes - TipRanks,https://news.google.com/rss/articles/CBMixAFBVV95cUxOWG9HSG94ZFN4TnhZMHFobW1OLVVCVHl3WmdEQ1hYTnRyckVyZ3VsVllESDJONDVzZnotNkJfaFFDVk1PZWxOUS1FOVdGOE5MX2VmUmpURVh2eUdEeDlSQXpfLVo0RDlNSUt4U0tBMlRCalpaUGloclhoczRLeDc0clZFRTVPUXVqUWl5N3NoTWQtcENoQ1RJT0JMaWRCQjAyRThzWHBrdmdubGYxcUthNktHWk5tQ25DUFRHVmtsWi00aXdU?oc=5,Google News RSS,,
Banco Inter,2025-11-03 08:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.43,"Banco Inter, Chainlink Power Real-Time CBDC Trade Settlement Between Brazil and Hong Kong - Yahoo Finance Singapore",https://news.google.com/rss/articles/CBMiiAFBVV95cUxPZFgtUGdvbHhMdUFZX09lRUF4ZHlHelZEZE5mSERITzY1ZGxyTkNQVnZmM1FOazZvRUJWajQtbWRrUDlWN3VDa1ZUbTBvZjZtdVI0WGJOOTRqME11S2YtMTV2M2IxbW5FeTg1Z2t4UXppWmhidlVGbmFRUjUtdUdONlZ6WGpjMzNN?oc=5,Google News RSS,,
Banco Inter,2025-11-04 08:00:00,2026-05-10T03:31:14.649865,news_signal,GENERAL,1,0.2,,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,GENERAL_NEWS,0.46,"Banco Inter and Chainlink complete first cross-border, cross-chain trade experiment - American Journal of Transportation",https://news.google.com/rss/articles/CBMirAFBVV95cUxNdmN5bEkwUmV2VzlUSldDelV4RkdGUkV6NktwYkJvZG1TMVNjbDh6RElGWXpRZE5VaWlxdXEyREVCV1VzZXliZUlaTmZGUjJKLV91MkJxLWdURVNVMDVzSkZjUlB6QnpTNUhDMmVxa3VkTk91MDlBaWdVRlBNTzlfWGdlcGd2NUdBNmdJYkhVczhIcHAyNnY3bHZmUDNtZGNGc0JjMmE3Q0ZtbXow?oc=5,Google News RSS,,
